"2019/02/15 Statistics of Order Book & Trade per 5 Seconds"
"Time","Acc. Bid Orders","Acc. Bid Volume","Acc. Ask Orders","Acc. Ask Volume","Acc. Transaction","Acc. Trade Volume","Acc. Trade Value (NT$M)",
"11:03:05","3,333,189","21,738,157","3,888,538","10,516,379","617,886","3,004,512","67,654",
"11:03:10","3,334,055","21,766,817","3,889,821","10,525,080","618,074","3,005,007","67,673",
"11:03:15","3,335,910","21,725,633","3,892,143","10,510,971","618,267","3,005,445","67,691",
"11:03:20","3,337,281","21,761,691","3,893,961","10,501,208","618,440","3,006,104","67,706",
"11:03:25","3,339,165","21,740,562","3,895,831","10,507,231","618,693","3,007,128","67,729",
"11:03:30","3,340,370","21,758,619","3,897,423","10,513,367","618,885","3,007,689","67,746",
"11:03:35","3,341,305","21,752,185","3,898,798","10,507,930","619,080","3,008,145","67,766",
"11:03:40","3,343,003","21,758,071","3,901,049","10,521,963","619,334","3,009,478","67,793",
"11:03:45","3,344,346","21,745,152","3,902,756","10,520,177","619,529","3,010,315","67,814",
"11:03:50","3,345,789","21,772,417","3,904,455","10,525,968","619,933","3,011,382","67,859",
"11:03:55","3,347,983","21,776,384","3,906,496","10,516,432","620,138","3,012,519","67,872",
"11:04:00","3,349,092","21,799,753","3,907,818","10,513,717","620,343","3,014,285","67,888",
"11:04:05","3,350,371","21,803,147","3,909,444","10,533,986","620,582","3,015,168","67,907",
"11:04:10","3,351,960","21,794,243","3,911,218","10,538,687","620,799","3,015,706","67,925",
"11:04:15","3,353,433","21,780,475","3,913,029","10,523,808","620,991","3,016,213","67,946",
"11:04:20","3,354,694","21,801,429","3,914,761","10,522,681","621,313","3,017,483","67,969",
"11:04:25","3,355,787","21,787,052","3,916,240","10,516,658","621,549","3,018,296","67,998",
"11:04:30","3,356,855","21,796,168","3,917,774","10,532,657","621,797","3,019,256","68,027",
"11:04:35","3,357,971","21,723,279","3,919,301","10,492,141","621,957","3,019,647","68,041",
"11:04:40","3,359,653","21,794,295","3,921,396","10,517,292","622,181","3,020,440","68,070",
"11:04:45","3,360,926","21,790,912","3,922,833","10,522,459","622,380","3,021,113","68,092",
"11:04:50","3,362,043","21,803,868","3,924,339","10,526,202","622,667","3,022,376","68,118",
"11:04:55","3,363,199","21,819,063","3,926,218","10,531,562","622,829","3,022,807","68,136",
"11:05:00","3,364,771","21,813,208","3,928,095","10,534,135","623,011","3,023,258","68,152",
"11:05:05","3,365,851","21,815,006","3,929,622","10,537,511","623,198","3,023,684","68,169",
"11:05:10","3,367,430","21,799,757","3,931,722","10,547,801","623,371","3,024,172","68,185",
"11:05:15","3,368,502","21,798,782","3,933,101","10,545,963","623,516","3,024,614","68,197",
"11:05:20","3,370,264","21,794,394","3,935,016","10,544,039","623,720","3,025,143","68,214",
"11:05:25","3,372,102","21,789,081","3,937,417","10,547,574","623,905","3,026,037","68,240",
"11:05:30","3,373,495","21,777,040","3,939,629","10,538,927","624,120","3,027,659","68,307",
"11:05:35","3,374,728","21,798,544","3,941,263","10,547,345","624,348","3,029,988","68,335",
"11:05:40","3,375,692","21,807,098","3,942,694","10,550,842","624,539","3,030,702","68,350",
"11:05:45","3,376,538","21,802,452","3,944,042","10,565,778","624,771","3,031,796","68,370",
"11:05:50","3,377,358","21,804,784","3,945,384","10,565,041","624,964","3,032,834","68,390",
"11:05:55","3,378,610","21,784,710","3,947,010","10,544,987","625,172","3,033,385","68,409",
"11:06:00","3,379,586","21,792,665","3,948,426","10,541,202","625,350","3,033,901","68,428",
"11:06:05","3,381,240","21,793,860","3,950,578","10,547,359","625,613","3,034,847","68,452",
"11:06:10","3,382,077","21,788,550","3,951,903","10,550,333","625,845","3,036,356","68,472",
"11:06:15","3,382,975","21,805,925","3,953,234","10,543,043","626,071","3,037,578","68,493",
"11:06:20","3,384,378","21,793,814","3,954,787","10,535,117","626,242","3,038,114","68,508",
"11:06:25","3,385,811","21,811,530","3,956,777","10,538,208","626,460","3,038,936","68,525",
"11:06:30","3,386,781","21,801,624","3,958,273","10,549,644","626,709","3,040,045","68,555",
"11:06:35","3,387,903","21,799,656","3,960,236","10,561,239","626,893","3,040,523","68,573",
"11:06:40","3,389,263","21,786,162","3,961,955","10,538,410","627,064","3,041,212","68,589",
"11:06:45","3,390,505","21,797,701","3,963,587","10,546,580","627,251","3,042,243","68,610",
"11:06:50","3,391,506","21,803,183","3,965,199","10,563,043","627,418","3,042,875","68,627",
"11:06:55","3,392,339","21,810,092","3,966,553","10,569,643","627,577","3,043,359","68,640",
"11:07:00","3,393,299","21,780,741","3,967,791","10,553,181","627,713","3,043,656","68,651",
"11:07:05","3,394,314","21,827,426","3,969,467","10,565,984","627,959","3,045,421","68,675",
"11:07:10","3,395,103","21,836,094","3,970,736","10,569,616","628,154","3,046,037","68,693",
"11:07:15","3,395,930","21,840,889","3,972,048","10,576,018","628,349","3,046,912","68,716",
"11:07:20","3,397,846","21,817,414","3,974,323","10,561,509","628,583","3,047,623","68,736",
"11:07:25","3,398,992","21,833,793","3,975,934","10,573,377","628,805","3,048,094","68,752",
"11:07:30","3,400,544","21,773,418","3,977,826","10,543,561","629,030","3,048,846","68,774",
"11:07:35","3,401,365","21,827,100","3,979,183","10,568,106","629,236","3,049,588","68,793",
"11:07:40","3,402,478","21,817,684","3,980,735","10,584,223","629,419","3,050,259","68,812",
"11:07:45","3,404,601","21,806,828","3,983,232","10,559,757","629,954","3,052,169","68,891",
"11:07:50","3,405,437","21,818,171","3,984,433","10,581,106","630,128","3,053,309","68,911",
"11:07:55","3,406,966","21,785,219","3,986,191","10,574,777","630,361","3,054,115","68,948",
"11:08:00","3,408,912","21,756,885","3,988,478","10,568,026","630,570","3,055,160","68,972",
"11:08:05","3,409,833","21,784,098","3,989,862","10,595,402","630,762","3,056,161","68,988",
"11:08:10","3,410,620","21,800,911","3,991,240","10,592,491","630,931","3,056,643","69,002",
"11:08:15","3,412,132","21,798,929","3,993,230","10,593,175","631,153","3,057,491","69,022",
"11:08:20","3,413,343","21,792,019","3,994,993","10,567,530","631,310","3,058,015","69,037",
"11:08:25","3,414,800","21,763,477","3,997,015","10,538,938","631,476","3,058,664","69,065",
"11:08:30","3,415,733","21,802,789","3,998,491","10,581,570","631,746","3,060,548","69,098",
"11:08:35","3,417,046","21,766,017","4,000,191","10,592,697","631,940","3,061,276","69,120",
"11:08:40","3,418,463","21,783,992","4,001,938","10,594,717","632,156","3,061,910","69,155",
"11:08:45","3,419,162","21,788,314","4,003,078","10,596,364","632,388","3,062,651","69,174",
"11:08:50","3,420,198","21,782,368","4,004,446","10,599,670","632,583","3,063,365","69,187",
"11:08:55","3,421,640","21,786,815","4,006,222","10,599,420","632,825","3,064,092","69,208",
"11:09:00","3,422,506","21,785,593","4,007,498","10,602,618","632,963","3,064,576","69,221",
"11:09:05","3,423,984","21,801,447","4,009,404","10,597,579","633,244","3,065,675","69,245",
"11:09:10","3,425,124","21,798,242","4,011,145","10,607,105","633,464","3,066,524","69,273",
"11:09:15","3,426,192","21,808,532","4,012,656","10,596,547","633,705","3,067,483","69,304",
"11:09:20","3,427,230","21,798,509","4,014,255","10,597,372","633,997","3,068,913","69,339",
"11:09:25","3,428,938","21,791,575","4,016,404","10,595,801","634,240","3,070,063","69,360",
"11:09:30","3,430,112","21,805,975","4,018,276","10,589,162","634,501","3,071,522","69,387",
"11:09:35","3,431,315","21,801,433","4,019,922","10,591,163","634,693","3,072,742","69,408",
"11:09:40","3,432,015","21,808,224","4,021,217","10,598,257","634,924","3,073,679","69,427",
"11:09:45","3,432,727","21,810,295","4,022,413","10,593,965","635,090","3,074,097","69,442",
"11:09:50","3,433,592","21,819,050","4,023,790","10,605,270","635,330","3,075,387","69,470",
"11:09:55","3,435,039","21,807,447","4,025,349","10,605,848","635,513","3,076,305","69,485",
"11:10:00","3,436,297","21,808,938","4,026,970","10,609,781","635,683","3,076,899","69,499",
"11:10:05","3,437,292","21,802,420","4,028,643","10,599,249","635,926","3,077,739","69,531",
"11:10:10","3,438,819","21,786,587","4,030,477","10,610,086","636,163","3,078,935","69,563",
"11:10:15","3,439,662","21,785,843","4,031,728","10,609,089","636,360","3,079,473","69,581",
"11:10:20","3,440,571","21,780,148","4,033,004","10,594,987","636,553","3,080,562","69,601",
"11:10:25","3,442,509","21,788,432","4,035,224","10,599,954","636,752","3,081,431","69,619",
"11:10:30","3,444,477","21,786,800","4,037,416","10,595,974","636,928","3,082,286","69,636",
"11:10:35","3,445,598","21,776,762","4,039,263","10,600,628","637,100","3,083,296","69,670",
"11:10:40","3,446,217","21,786,106","4,040,320","10,605,628","637,247","3,083,834","69,682",
"11:10:45","3,447,744","21,781,843","4,041,977","10,600,114","637,437","3,084,406","69,697",
"11:10:50","3,448,535","21,793,297","4,043,472","10,592,734","637,600","3,084,890","69,715",
"11:10:55","3,449,669","21,796,524","4,044,865","10,594,540","637,779","3,085,622","69,730",
"11:11:00","3,450,715","21,807,969","4,046,240","10,601,237","637,981","3,086,223","69,748",
"11:11:05","3,452,015","21,809,471","4,047,923","10,601,999","638,209","3,086,965","69,772",
"11:11:10","3,453,347","21,820,875","4,049,651","10,605,417","638,436","3,087,552","69,791",
"11:11:15","3,454,101","21,832,047","4,050,722","10,613,222","638,610","3,088,070","69,805",
"11:11:20","3,454,768","21,836,529","4,051,717","10,620,984","638,766","3,088,843","69,822",
"11:11:25","3,455,481","21,806,585","4,053,148","10,602,729","638,934","3,089,370","69,842",
"11:11:30","3,456,392","21,823,215","4,054,622","10,612,170","639,104","3,089,966","69,858",
"11:11:35","3,457,959","21,838,453","4,056,548","10,618,446","639,330","3,090,611","69,877",
"11:11:40","3,458,709","21,845,849","4,057,784","10,629,604","639,490","3,090,919","69,888",
"11:11:45","3,459,472","21,854,258","4,058,939","10,618,382","639,668","3,091,392","69,902",
"11:11:50","3,460,195","21,842,761","4,060,074","10,626,506","639,831","3,091,862","69,915",
"11:11:55","3,460,872","21,852,316","4,061,015","10,631,935","639,960","3,092,212","69,925",
"11:12:00","3,461,869","21,851,192","4,062,274","10,631,715","640,174","3,092,667","69,943",
"11:12:05","3,462,827","21,855,102","4,063,524","10,629,771","640,374","3,093,245","69,958",
"11:12:10","3,463,685","21,850,954","4,064,799","10,622,285","640,530","3,093,628","69,974",
"11:12:15","3,464,427","21,859,151","4,065,939","10,626,481","640,722","3,094,073","69,991",
"11:12:20","3,465,187","21,863,084","4,066,970","10,622,701","640,872","3,094,503","70,004",
"11:12:25","3,465,930","21,857,360","4,068,108","10,619,913","641,042","3,095,011","70,020",
"11:12:30","3,467,401","21,847,384","4,069,841","10,627,910","641,263","3,095,782","70,039",
"11:12:35","3,468,237","21,858,561","4,071,171","10,637,678","641,474","3,096,728","70,056",
"11:12:40","3,468,773","21,863,246","4,072,129","10,622,620","641,631","3,097,088","70,071",
"11:12:45","3,470,081","21,852,557","4,073,732","10,608,337","641,833","3,097,478","70,085",
"11:12:50","3,471,034","21,868,313","4,075,400","10,622,584","642,116","3,098,391","70,107",
"11:12:55","3,472,088","21,869,234","4,076,810","10,643,981","642,345","3,099,068","70,130",
"11:13:00","3,473,296","21,871,620","4,078,215","10,620,737","642,658","3,099,972","70,155",
"11:13:05","3,474,420","21,857,501","4,079,688","10,635,821","642,903","3,100,740","70,176",
"11:13:10","3,475,430","21,850,847","4,081,054","10,626,971","643,229","3,101,785","70,221",
"11:13:15","3,476,254","21,855,014","4,082,268","10,628,745","643,432","3,102,481","70,240",
"11:13:20","3,476,846","21,857,218","4,083,217","10,621,246","643,623","3,103,168","70,255",
"11:13:25","3,478,124","21,852,219","4,084,728","10,620,854","643,807","3,103,699","70,272",
"11:13:30","3,479,432","21,851,724","4,086,532","10,618,048","643,972","3,104,108","70,288",
"11:13:35","3,480,612","21,853,926","4,088,008","10,621,742","644,126","3,104,704","70,301",
"11:13:40","3,481,734","21,853,020","4,089,522","10,611,786","644,315","3,105,185","70,321",
"11:13:45","3,482,648","21,863,283","4,090,736","10,622,513","644,528","3,105,723","70,341",
"11:13:50","3,483,716","21,859,039","4,092,129","10,638,527","644,771","3,106,401","70,367",
"11:13:55","3,484,735","21,861,167","4,093,404","10,642,348","644,993","3,107,248","70,396",
"11:14:00","3,485,808","21,831,518","4,094,824","10,619,246","645,202","3,107,978","70,414",
"11:14:05","3,487,151","21,845,819","4,096,917","10,639,131","645,424","3,108,887","70,438",
"11:14:10","3,489,059","21,835,440","4,099,184","10,635,225","645,658","3,110,502","70,459",
"11:14:15","3,490,413","21,858,803","4,101,172","10,639,794","645,855","3,111,465","70,476",
"11:14:20","3,491,350","21,868,758","4,102,513","10,639,659","646,120","3,112,522","70,496",
"11:14:25","3,492,329","21,879,171","4,103,899","10,645,923","646,359","3,113,326","70,514",
"11:14:30","3,493,630","21,886,319","4,105,797","10,652,112","646,564","3,114,286","70,535",
"11:14:35","3,495,539","21,882,481","4,107,952","10,654,420","646,814","3,115,947","70,558",
"11:14:40","3,496,786","21,889,621","4,109,430","10,654,266","647,004","3,116,492","70,573",
"11:14:45","3,497,851","21,892,152","4,110,999","10,643,960","647,210","3,117,269","70,594",
"11:14:50","3,498,560","21,901,099","4,112,133","10,662,776","647,422","3,118,269","70,615",
"11:14:55","3,499,183","21,906,519","4,113,254","10,655,173","647,608","3,118,733","70,630",
"11:15:00","3,499,762","21,879,882","4,114,173","10,639,125","647,814","3,119,423","70,647",
"11:15:05","3,500,358","21,915,332","4,115,175","10,651,403","647,979","3,119,899","70,669",
"11:15:10","3,501,228","21,894,885","4,116,427","10,655,700","648,165","3,120,855","70,687",
"11:15:15","3,502,114","21,901,447","4,117,985","10,643,980","648,384","3,121,700","70,703",
"11:15:20","3,502,956","21,881,789","4,119,347","10,638,943","648,612","3,122,166","70,720",
"11:15:25","3,504,622","21,878,161","4,121,502","10,645,218","648,796","3,123,449","70,740",
"11:15:30","3,506,361","21,895,975","4,123,593","10,651,003","649,088","3,125,691","70,779",
"11:15:35","3,508,222","21,898,974","4,125,720","10,663,950","649,381","3,127,626","70,818",
"11:15:40","3,509,471","21,907,939","4,127,325","10,668,823","649,626","3,128,597","70,851",
"11:15:45","3,510,762","21,920,008","4,128,918","10,664,634","649,816","3,129,310","70,867",
"11:15:50","3,511,724","21,923,515","4,130,315","10,667,619","650,043","3,129,904","70,888",
"11:15:55","3,512,752","21,909,742","4,131,768","10,672,647","650,247","3,131,138","70,906",
"11:16:00","3,514,026","21,912,286","4,133,364","10,647,003","650,415","3,131,602","70,919",
"11:16:05","3,514,875","21,932,425","4,134,606","10,657,970","650,612","3,132,025","70,934",
"11:16:10","3,515,934","21,916,402","4,135,987","10,642,640","650,856","3,132,824","70,955",
"11:16:15","3,517,091","21,936,906","4,137,529","10,659,456","651,020","3,133,479","70,971",
"11:16:20","3,517,779","21,937,468","4,138,558","10,677,913","651,191","3,133,893","70,984",
"11:16:25","3,518,454","21,930,661","4,139,788","10,677,340","651,418","3,134,461","71,004",
"11:16:30","3,519,246","21,919,177","4,141,242","10,666,000","651,592","3,135,050","71,028",
"11:16:35","3,520,220","21,919,520","4,142,453","10,671,589","651,739","3,135,413","71,042",
"11:16:40","3,521,596","21,847,264","4,144,233","10,655,671","651,931","3,136,081","71,056",
"11:16:45","3,523,129","21,923,138","4,146,102","10,671,616","652,138","3,136,860","71,074",
"11:16:50","3,524,175","21,909,700","4,147,405","10,680,673","652,317","3,137,232","71,090",
"11:16:55","3,525,412","21,923,579","4,148,866","10,674,618","652,505","3,137,761","71,105",
"11:17:00","3,526,040","21,931,991","4,149,957","10,673,414","652,698","3,138,397","71,120",
"11:17:05","3,526,846","21,926,202","4,151,246","10,684,443","652,937","3,139,266","71,147",
"11:17:10","3,527,538","21,905,338","4,152,295","10,660,930","653,125","3,139,820","71,167",
"11:17:15","3,528,487","21,928,216","4,153,484","10,677,126","653,303","3,140,406","71,184",
"11:17:20","3,529,813","21,925,816","4,155,404","10,671,011","653,517","3,140,959","71,204",
"11:17:25","3,530,676","21,917,796","4,156,626","10,662,516","653,765","3,141,486","71,219",
"11:17:30","3,531,933","21,918,645","4,158,129","10,665,132","653,971","3,142,594","71,242",
"11:17:35","3,533,656","21,918,164","4,160,229","10,653,411","654,244","3,143,668","71,282",
"11:17:40","3,535,313","21,925,186","4,162,260","10,655,940","654,456","3,144,201","71,303",
"11:17:45","3,536,678","21,928,246","4,163,914","10,641,557","654,726","3,145,095","71,328",
"11:17:50","3,537,961","21,917,816","4,165,434","10,650,550","654,983","3,146,028","71,356",
"11:17:55","3,539,329","21,899,243","4,167,241","10,658,510","655,186","3,146,535","71,372",
"11:18:00","3,541,116","21,925,984","4,169,280","10,658,556","655,349","3,147,432","71,388",
"11:18:05","3,542,375","21,927,723","4,170,751","10,660,287","655,582","3,148,026","71,405",
"11:18:10","3,543,591","21,939,935","4,172,382","10,676,751","655,791","3,148,464","71,422",
"11:18:15","3,544,726","21,950,352","4,173,704","10,659,681","656,003","3,148,895","71,436",
"11:18:20","3,546,695","21,944,230","4,175,673","10,654,647","656,199","3,149,648","71,452",
"11:18:25","3,548,392","21,945,519","4,177,915","10,667,029","656,401","3,150,741","71,471",
"11:18:30","3,549,629","21,895,854","4,179,526","10,633,368","656,572","3,151,161","71,481",
"11:18:35","3,550,908","21,943,112","4,181,217","10,647,970","656,745","3,151,762","71,496",
"11:18:40","3,551,691","21,946,452","4,182,594","10,649,791","656,884","3,152,319","71,506",
"11:18:45","3,552,849","21,962,981","4,184,133","10,654,680","657,039","3,152,919","71,517",
"11:18:50","3,553,887","21,968,763","4,185,537","10,659,766","657,266","3,153,599","71,541",
"11:18:55","3,554,765","21,961,714","4,186,903","10,672,880","657,487","3,154,419","71,566",
"11:19:00","3,555,694","21,971,880","4,188,113","10,674,176","657,697","3,155,923","71,586",
"11:19:05","3,556,674","21,968,474","4,189,709","10,679,460","657,951","3,156,964","71,611",
"11:19:10","3,558,079","21,979,739","4,191,500","10,685,937","658,203","3,157,674","71,630",
"11:19:15","3,559,219","21,978,291","4,192,987","10,672,142","658,428","3,158,465","71,654",
"11:19:20","3,561,204","21,949,152","4,195,264","10,652,062","658,620","3,159,165","71,674",
"11:19:25","3,562,742","21,958,784","4,197,209","10,655,732","658,782","3,159,686","71,687",
"11:19:30","3,563,889","21,979,701","4,198,675","10,664,061","658,943","3,160,116","71,699",
"11:19:35","3,564,621","21,984,530","4,199,786","10,661,829","659,111","3,160,666","71,711",
"11:19:40","3,565,522","21,973,816","4,201,144","10,673,673","659,305","3,161,214","71,726",
"11:19:45","3,566,573","21,963,727","4,202,664","10,664,154","659,504","3,162,242","71,746",
"11:19:50","3,567,503","21,969,858","4,203,852","10,659,168","659,650","3,162,710","71,759",
"11:19:55","3,568,838","21,970,241","4,205,375","10,651,625","659,820","3,163,144","71,772",
"11:20:00","3,570,208","21,989,688","4,206,959","10,660,884","660,012","3,163,845","71,786",
"11:20:05","3,571,301","21,984,079","4,208,217","10,676,595","660,160","3,164,458","71,799",
"11:20:10","3,572,576","21,979,921","4,209,642","10,674,737","660,395","3,165,115","71,819",
"11:20:15","3,573,550","21,981,858","4,211,051","10,679,712","660,596","3,165,668","71,837",
"11:20:20","3,574,506","21,983,005","4,212,366","10,683,695","660,739","3,166,237","71,850",
"11:20:25","3,576,146","21,961,073","4,214,186","10,669,433","660,886","3,166,529","71,861",
"11:20:30","3,577,361","21,982,292","4,215,608","10,657,197","661,063","3,167,185","71,874",
"11:20:35","3,578,226","21,989,581","4,217,219","10,676,214","661,231","3,167,821","71,887",
"11:20:40","3,579,447","21,999,780","4,218,782","10,672,724","661,416","3,168,599","71,904",
"11:20:45","3,580,339","21,998,358","4,220,074","10,669,761","661,699","3,169,383","71,930",
"11:20:50","3,581,476","22,002,684","4,221,402","10,678,885","661,861","3,170,380","71,945",
"11:20:55","3,582,989","22,003,071","4,223,536","10,677,290","662,077","3,170,859","71,966",
"11:21:00","3,585,289","21,979,743","4,225,905","10,673,592","662,319","3,171,667","71,986",
"11:21:05","3,586,415","21,992,725","4,227,485","10,679,645","662,500","3,172,479","72,000",
"11:21:10","3,587,927","21,995,957","4,229,185","10,667,253","662,675","3,173,061","72,017",
"11:21:15","3,589,433","21,993,993","4,230,972","10,664,122","662,854","3,173,630","72,032",
"11:21:20","3,591,208","22,004,384","4,232,984","10,660,202","663,040","3,174,235","72,050",
"11:21:25","3,593,188","22,000,435","4,235,017","10,668,931","663,216","3,174,772","72,065",
"11:21:30","3,594,838","21,994,926","4,237,270","10,659,365","663,468","3,177,108","72,091",
"11:21:35","3,596,001","22,008,482","4,238,826","10,660,145","663,656","3,177,778","72,110",
"11:21:40","3,597,470","21,988,784","4,240,773","10,666,364","663,857","3,178,279","72,126",
"11:21:45","3,598,846","21,988,098","4,242,599","10,674,930","664,069","3,178,880","72,146",
"11:21:50","3,600,111","21,985,152","4,244,326","10,675,837","664,269","3,179,465","72,163",
"11:21:55","3,601,078","21,991,202","4,245,765","10,673,620","664,450","3,179,973","72,179",
"11:22:00","3,602,175","21,981,165","4,247,422","10,664,516","664,624","3,180,598","72,195",
"11:22:05","3,603,403","21,974,263","4,249,112","10,679,912","664,798","3,180,981","72,212",
"11:22:10","3,605,293","21,989,622","4,251,312","10,680,613","665,015","3,181,869","72,234",
"11:22:15","3,608,125","21,968,690","4,254,037","10,653,857","665,293","3,183,594","72,263",
"11:22:20","3,609,433","21,991,093","4,255,727","10,675,601","665,471","3,184,128","72,280",
"11:22:25","3,610,782","21,988,143","4,257,334","10,660,863","665,719","3,184,910","72,300",
"11:22:30","3,612,020","21,988,572","4,258,818","10,669,351","665,899","3,185,590","72,319",
"11:22:35","3,613,175","22,001,644","4,260,278","10,681,501","666,076","3,186,208","72,334",
"11:22:40","3,614,272","21,993,806","4,261,793","10,675,366","666,373","3,187,862","72,361",
"11:22:45","3,615,643","21,981,531","4,263,793","10,674,581","666,555","3,188,455","72,375",
"11:22:50","3,616,927","21,997,058","4,265,579","10,675,222","666,766","3,189,522","72,394",
"11:22:55","3,618,212","21,994,970","4,267,285","10,679,305","666,940","3,190,316","72,414",
"11:23:00","3,619,040","21,983,291","4,268,485","10,682,009","667,101","3,191,334","72,429",
"11:23:05","3,619,830","21,996,065","4,269,596","10,678,449","667,276","3,191,739","72,446",
"11:23:10","3,621,200","21,986,824","4,271,351","10,684,749","667,547","3,192,544","72,469",
"11:23:15","3,622,608","22,000,961","4,273,084","10,669,668","667,727","3,193,110","72,481",
"11:23:20","3,623,999","21,978,873","4,274,837","10,673,036","667,951","3,194,138","72,507",
"11:23:25","3,625,198","21,997,112","4,276,379","10,696,821","668,121","3,194,600","72,520",
"11:23:30","3,626,500","21,998,463","4,278,035","10,703,687","668,245","3,194,872","72,530",
"11:23:35","3,627,815","22,004,639","4,279,989","10,703,642","668,454","3,196,057","72,550",
"11:23:40","3,628,614","21,997,759","4,281,231","10,698,627","668,633","3,196,597","72,566",
"11:23:45","3,629,981","22,004,856","4,283,057","10,697,892","668,867","3,198,315","72,589",
"11:23:50","3,631,177","21,985,559","4,284,799","10,697,060","669,062","3,198,899","72,605",
"11:23:55","3,631,969","22,011,383","4,285,982","10,701,796","669,216","3,199,345","72,619",
"11:24:00","3,633,237","21,991,940","4,287,521","10,708,382","669,366","3,199,751","72,631",
"11:24:05","3,634,316","21,985,621","4,289,022","10,709,337","669,557","3,200,222","72,644",
"11:24:10","3,635,112","21,998,726","4,290,214","10,705,773","669,728","3,200,728","72,660",
"11:24:15","3,636,130","22,012,067","4,291,620","10,715,872","669,901","3,201,110","72,675",
"11:24:20","3,637,141","22,007,366","4,292,931","10,716,614","670,060","3,201,428","72,691",
"11:24:25","3,637,941","22,013,151","4,294,002","10,697,801","670,252","3,202,222","72,712",
"11:24:30","3,638,814","22,022,792","4,295,445","10,700,065","670,450","3,202,807","72,732",
"11:24:35","3,639,833","22,009,332","4,296,948","10,704,555","670,635","3,203,269","72,747",
"11:24:40","3,640,882","22,019,441","4,298,369","10,730,969","670,820","3,203,741","72,764",
"11:24:45","3,642,033","22,010,488","4,299,744","10,726,267","670,985","3,204,322","72,780",
"11:24:50","3,643,115","21,998,784","4,301,195","10,723,789","671,165","3,204,658","72,794",
"11:24:55","3,644,249","22,017,664","4,302,624","10,720,665","671,314","3,205,306","72,813",
"11:25:00","3,645,306","21,981,071","4,304,028","10,710,336","671,507","3,205,950","72,840",
"11:25:05","3,647,241","22,005,648","4,306,339","10,722,874","671,759","3,206,631","72,862",
"11:25:10","3,648,472","22,011,341","4,307,909","10,726,216","671,975","3,207,602","72,882",
"11:25:15","3,649,502","22,025,628","4,309,265","10,732,160","672,130","3,208,167","72,897",
"11:25:20","3,650,641","21,965,694","4,310,702","10,713,974","672,294","3,208,661","72,912",
"11:25:25","3,651,554","22,017,690","4,312,125","10,747,503","672,461","3,208,994","72,927",
"11:25:30","3,652,456","22,006,556","4,313,337","10,724,503","672,654","3,209,564","72,943",
"11:25:35","3,653,433","22,004,845","4,314,738","10,712,025","672,831","3,209,967","72,963",
"11:25:40","3,654,508","22,035,003","4,316,257","10,724,923","673,000","3,210,268","72,975",
"11:25:45","3,655,633","22,032,879","4,317,745","10,717,723","673,184","3,210,758","72,988",
"11:25:50","3,656,536","22,025,274","4,319,045","10,728,483","673,328","3,211,096","73,004",
"11:25:55","3,657,364","22,001,107","4,320,200","10,726,218","673,468","3,211,459","73,019",
"11:26:00","3,658,076","22,029,113","4,321,357","10,726,745","673,619","3,211,800","73,030",
"11:26:05","3,658,841","22,030,379","4,322,565","10,719,251","673,812","3,212,221","73,045",
"11:26:10","3,659,666","22,030,766","4,323,933","10,733,829","674,017","3,212,889","73,068",
"11:26:15","3,660,552","22,018,260","4,325,185","10,732,671","674,176","3,213,281","73,087",
"11:26:20","3,661,861","22,016,159","4,327,072","10,727,482","674,315","3,213,665","73,098",
"11:26:25","3,662,595","22,014,243","4,328,325","10,732,791","674,461","3,214,224","73,113",
"11:26:30","3,663,816","22,029,475","4,329,589","10,731,704","674,623","3,214,785","73,127",
"11:26:35","3,664,851","22,005,767","4,331,058","10,726,960","674,808","3,215,244","73,142",
"11:26:40","3,665,710","22,023,188","4,332,204","10,722,063","674,961","3,215,711","73,157",
"11:26:45","3,666,723","22,003,578","4,333,506","10,729,077","675,148","3,216,280","73,174",
"11:26:50","3,667,391","22,017,361","4,334,718","10,733,153","675,385","3,216,856","73,190",
"11:26:55","3,668,381","22,003,270","4,336,081","10,732,980","675,594","3,217,439","73,211",
"11:27:00","3,669,178","22,024,213","4,337,161","10,727,707","675,803","3,217,966","73,234",
"11:27:05","3,669,876","22,026,845","4,338,248","10,743,630","676,023","3,218,448","73,260",
"11:27:10","3,670,975","22,029,759","4,339,614","10,740,786","676,325","3,219,689","73,301",
"11:27:15","3,672,270","22,019,263","4,341,305","10,742,795","676,531","3,220,862","73,321",
"11:27:20","3,673,681","22,015,917","4,342,949","10,749,097","676,741","3,221,398","73,343",
"11:27:25","3,674,787","22,017,798","4,344,426","10,746,059","676,942","3,222,349","73,363",
"11:27:30","3,676,066","21,998,407","4,346,311","10,746,085","677,117","3,222,781","73,380",
"11:27:35","3,676,932","22,013,190","4,347,584","10,750,417","677,345","3,223,746","73,408",
"11:27:40","3,678,156","22,030,323","4,349,350","10,750,196","677,570","3,224,485","73,431",
"11:27:45","3,678,989","22,028,948","4,350,466","10,751,293","677,743","3,225,009","73,450",
"11:27:50","3,679,975","22,022,520","4,351,729","10,747,428","677,941","3,225,772","73,472",
"11:27:55","3,680,662","22,027,651","4,352,786","10,754,609","678,117","3,226,415","73,486",
"11:28:00","3,681,720","22,016,660","4,354,065","10,746,262","678,338","3,227,026","73,503",
"11:28:05","3,682,354","22,033,509","4,355,010","10,746,802","678,486","3,227,554","73,520",
