"2019/02/15 Statistics of Order Book & Trade per 5 Seconds"
"Time","Acc. Bid Orders","Acc. Bid Volume","Acc. Ask Orders","Acc. Ask Volume","Acc. Transaction","Acc. Trade Volume","Acc. Trade Value (NT$M)",
="09:27:10","1,126,930","19,590,879","1,180,528","8,440,050","221,429","1,239,519","23,636",
="09:27:15","1,128,793","19,616,210","1,182,808","8,445,193","221,800","1,241,671","23,674",
="09:27:20","1,130,091","19,632,003","1,184,762","8,433,481","222,211","1,244,264","23,710",
="09:27:25","1,132,107","19,629,439","1,187,133","8,442,991","222,697","1,248,785","23,746",
="09:27:30","1,134,114","19,603,943","1,189,327","8,425,005","223,188","1,252,355","23,790",
="09:27:35","1,135,777","19,608,717","1,191,367","8,424,099","223,682","1,254,550","23,829",
="09:27:40","1,138,533","19,574,917","1,194,400","8,387,614","224,165","1,256,858","23,872",
="09:27:45","1,140,353","19,628,971","1,196,480","8,417,617","224,587","1,259,686","23,915",
="09:27:50","1,141,979","19,625,530","1,198,749","8,428,836","225,030","1,261,750","23,956",
="09:27:55","1,143,750","19,632,843","1,200,830","8,435,440","225,458","1,263,248","23,995",
="09:28:00","1,145,245","19,692,538","1,202,714","8,451,965","225,800","1,264,714","24,026",
="09:28:05","1,147,174","19,735,353","1,204,823","8,458,960","226,173","1,266,010","24,053",
="09:28:10","1,149,578","19,704,219","1,207,237","8,445,615","226,690","1,268,971","24,098",
="09:28:15","1,151,331","19,763,139","1,209,435","8,485,778","227,094","1,271,332","24,139",
="09:28:20","1,152,680","19,784,934","1,211,140","8,479,949","227,533","1,273,834","24,179",
="09:28:25","1,154,312","19,787,224","1,212,913","8,476,554","227,995","1,278,644","24,221",
="09:28:30","1,155,877","19,769,186","1,214,960","8,477,048","228,397","1,280,196","24,252",
="09:28:35","1,157,890","19,778,254","1,217,165","8,491,168","228,828","1,283,859","24,287",
="09:28:40","1,159,523","19,765,144","1,219,283","8,478,740","229,141","1,284,873","24,312",
="09:28:45","1,161,394","19,765,442","1,221,821","8,469,996","229,495","1,286,269","24,348",
="09:28:50","1,163,729","19,780,670","1,224,315","8,487,665","229,853","1,287,701","24,376",
="09:28:55","1,165,759","19,797,744","1,226,567","8,500,500","230,280","1,290,142","24,432",
="09:29:00","1,170,302","19,785,939","1,230,779","8,467,664","230,773","1,294,049","24,494",
="09:29:05","1,174,698","19,833,280","1,235,122","8,478,771","231,333","1,297,594","24,566",
="09:29:10","1,177,700","19,845,189","1,238,311","8,471,151","231,833","1,300,972","24,624",
="09:29:15","1,180,579","19,773,291","1,241,321","8,438,496","232,384","1,305,509","24,679",
="09:29:20","1,183,373","19,870,626","1,244,388","8,477,911","232,952","1,307,924","24,740",
="09:29:25","1,186,257","19,883,636","1,247,633","8,487,540","233,428","1,310,742","24,785",
="09:29:30","1,188,550","19,827,239","1,250,486","8,454,790","233,894","1,313,614","24,829",
="09:29:35","1,193,466","19,853,671","1,254,861","8,457,589","234,445","1,319,093","24,892",
="09:29:40","1,196,424","19,841,516","1,257,664","8,462,661","234,964","1,325,230","24,940",
="09:29:45","1,199,086","19,871,563","1,260,422","8,481,966","235,466","1,327,041","24,999",
="09:29:50","1,201,554","19,870,218","1,263,045","8,498,430","235,999","1,329,621","25,069",
="09:29:55","1,204,107","19,899,572","1,266,092","8,516,332","236,436","1,331,420","25,120",
="09:30:00","1,206,095","19,928,556","1,268,327","8,522,592","237,006","1,334,530","25,201",
="09:30:05","1,210,631","19,935,352","1,272,634","8,510,932","237,578","1,338,702","25,265",
="09:30:10","1,214,506","19,963,357","1,276,337","8,519,055","238,438","1,349,205","25,385",
="09:30:15","1,218,500","19,932,060","1,280,396","8,514,980","239,332","1,357,185","25,479",
="09:30:20","1,222,258","19,945,676","1,284,116","8,526,751","239,888","1,359,783","25,536",
="09:30:25","1,225,303","19,971,788","1,287,261","8,542,201","240,425","1,361,920","25,584",
="09:30:30","1,227,959","19,980,638","1,290,302","8,563,724","240,909","1,364,186","25,649",
="09:30:35","1,230,432","19,983,981","1,293,218","8,553,985","241,450","1,366,895","25,708",
="09:30:40","1,233,207","19,991,221","1,296,314","8,554,045","241,875","1,368,296","25,755",
="09:30:45","1,235,647","19,994,990","1,299,187","8,563,943","242,316","1,369,931","25,800",
="09:30:50","1,238,355","19,995,795","1,302,567","8,561,132","242,805","1,372,370","25,876",
="09:30:55","1,240,749","20,017,909","1,305,812","8,580,240","243,205","1,373,994","25,929",
="09:31:00","1,243,006","20,007,220","1,308,086","8,581,214","243,579","1,375,392","25,972",
="09:31:05","1,246,234","20,030,473","1,311,610","8,583,584","244,081","1,377,912","26,025",
="09:31:10","1,249,227","19,936,200","1,315,244","8,564,207","244,555","1,380,039","26,088",
="09:31:15","1,251,698","19,987,919","1,317,860","8,579,709","244,990","1,381,565","26,128",
="09:31:20","1,253,670","19,982,954","1,320,427","8,579,468","245,335","1,383,781","26,175",
="09:31:25","1,256,631","19,963,508","1,323,511","8,585,444","245,808","1,386,676","26,233",
="09:31:30","1,259,181","19,957,576","1,326,476","8,576,649","246,198","1,388,106","26,273",
="09:31:35","1,261,690","19,975,679","1,329,552","8,590,747","246,563","1,389,603","26,316",
="09:31:40","1,264,515","20,026,064","1,332,969","8,604,573","246,926","1,390,925","26,350",
="09:31:45","1,267,185","20,020,818","1,335,950","8,607,319","247,339","1,393,148","26,399",
="09:31:50","1,269,822","20,034,376","1,339,139","8,611,678","247,738","1,395,001","26,443",
="09:31:55","1,273,136","20,028,116","1,343,095","8,607,542","248,214","1,400,754","26,491",
="09:32:00","1,275,733","20,013,483","1,346,530","8,601,036","248,701","1,404,811","26,545",
="09:32:05","1,279,443","19,996,545","1,350,501","8,599,816","249,143","1,406,891","26,599",
="09:32:10","1,281,685","20,013,535","1,353,366","8,600,261","249,543","1,410,625","26,631",
="09:32:15","1,284,287","19,958,869","1,356,688","8,614,406","249,931","1,413,225","26,666",
="09:32:20","1,286,748","19,956,018","1,359,950","8,614,563","250,256","1,414,225","26,700",
="09:32:25","1,289,613","19,939,928","1,363,201","8,603,822","250,711","1,415,999","26,741",
="09:32:30","1,291,985","19,922,408","1,366,152","8,625,029","251,145","1,418,667","26,781",
="09:32:35","1,294,481","19,967,795","1,368,948","8,630,615","251,609","1,421,855","26,833",
="09:32:40","1,297,078","19,962,854","1,372,032","8,631,610","252,092","1,423,910","26,875",
="09:32:45","1,300,913","20,022,931","1,375,810","8,653,241","252,497","1,426,461","26,915",
="09:32:50","1,302,987","20,043,170","1,378,458","8,657,945","252,940","1,428,166","26,963",
="09:32:55","1,305,786","20,025,631","1,381,532","8,657,239","253,334","1,431,927","27,004",
="09:33:00","1,308,492","20,048,196","1,384,735","8,674,603","253,715","1,433,358","27,036",
="09:33:05","1,312,446","20,014,184","1,388,822","8,698,176","254,106","1,435,485","27,090",
="09:33:10","1,314,887","20,054,413","1,391,823","8,703,007","254,518","1,438,022","27,131",
="09:33:15","1,316,626","20,042,503","1,393,915","8,710,909","255,025","1,442,238","27,185",
="09:33:20","1,319,093","20,004,228","1,396,978","8,690,848","255,358","1,444,018","27,219",
="09:33:25","1,321,770","20,040,077","1,400,473","8,701,008","255,797","1,448,680","27,271",
="09:33:30","1,324,985","19,985,044","1,404,221","8,692,575","256,277","1,452,849","27,323",
="09:33:35","1,327,586","20,034,619","1,407,331","8,700,339","256,737","1,454,917","27,372",
="09:33:40","1,331,203","19,989,790","1,411,361","8,692,547","257,087","1,457,296","27,410",
="09:33:45","1,334,017","19,990,894","1,414,504","8,710,760","257,419","1,458,571","27,448",
="09:33:50","1,336,333","20,022,289","1,417,535","8,712,744","257,772","1,459,971","27,486",
="09:33:55","1,339,054","20,021,078","1,420,533","8,726,720","258,257","1,464,035","27,534",
="09:34:00","1,341,506","20,002,859","1,423,499","8,714,139","258,556","1,466,227","27,564",
="09:34:05","1,343,849","20,020,033","1,426,080","8,733,981","258,904","1,467,629","27,603",
="09:34:10","1,346,272","20,047,623","1,429,045","8,719,833","259,256","1,469,068","27,639",
="09:34:15","1,349,199","20,026,951","1,432,409","8,719,982","259,585","1,470,183","27,672",
="09:34:20","1,352,150","20,064,251","1,435,618","8,748,570","259,906","1,471,893","27,708",
="09:34:25","1,354,966","20,051,718","1,438,925","8,737,793","260,266","1,474,354","27,747",
="09:34:30","1,357,095","20,085,080","1,441,783","8,730,803","260,623","1,475,349","27,778",
="09:34:35","1,358,962","20,045,793","1,444,220","8,722,914","260,960","1,476,550","27,803",
="09:34:40","1,360,934","20,015,502","1,446,610","8,708,858","261,332","1,478,596","27,835",
="09:34:45","1,362,856","20,105,085","1,448,791","8,751,323","261,699","1,480,344","27,868",
="09:34:50","1,365,200","20,108,129","1,451,630","8,740,969","262,157","1,482,127","27,914",
="09:34:55","1,367,455","20,121,868","1,454,205","8,747,048","262,531","1,483,588","27,943",
="09:35:00","1,369,988","20,101,635","1,457,047","8,735,607","262,991","1,487,154","27,992",
="09:35:05","1,373,328","20,123,532","1,460,852","8,749,406","263,399","1,490,922","28,034",
="09:35:10","1,375,260","20,132,139","1,463,304","8,743,972","263,757","1,491,987","28,076",
="09:35:15","1,377,238","20,144,761","1,465,589","8,744,851","264,062","1,493,436","28,110",
="09:35:20","1,379,313","20,135,919","1,468,013","8,747,649","264,409","1,494,319","28,136",
="09:35:25","1,381,579","20,153,731","1,470,488","8,761,793","264,827","1,495,733","28,175",
="09:35:30","1,383,671","20,159,778","1,473,075","8,771,991","265,194","1,497,066","28,209",
="09:35:35","1,385,875","20,147,709","1,475,744","8,780,650","265,612","1,499,147","28,255",
="09:35:40","1,388,194","20,161,942","1,478,657","8,778,587","266,027","1,501,166","28,290",
="09:35:45","1,390,705","20,109,933","1,481,617","8,752,736","266,403","1,502,789","28,320",
="09:35:50","1,393,881","20,077,892","1,485,137","8,773,179","266,772","1,505,675","28,354",
="09:35:55","1,395,945","20,078,422","1,487,525","8,767,702","267,243","1,509,189","28,402",
="09:36:00","1,398,331","20,078,794","1,490,112","8,759,310","267,693","1,512,372","28,451",
="09:36:05","1,400,477","20,083,551","1,492,509","8,758,876","268,053","1,513,604","28,485",
="09:36:10","1,402,862","20,076,479","1,495,406","8,761,269","268,409","1,515,619","28,520",
="09:36:15","1,404,985","20,094,934","1,498,104","8,783,427","268,817","1,517,096","28,556",
="09:36:20","1,407,076","20,150,828","1,500,760","8,803,504","269,177","1,518,884","28,591",
="09:36:25","1,408,715","20,145,882","1,502,984","8,800,930","269,582","1,521,062","28,640",
="09:36:30","1,410,987","20,148,853","1,505,827","8,802,615","270,010","1,524,188","28,684",
="09:36:35","1,412,784","20,168,628","1,508,174","8,806,153","270,398","1,526,032","28,720",
="09:36:40","1,414,919","20,128,998","1,511,215","8,811,474","270,809","1,529,477","28,761",
="09:36:45","1,417,237","20,138,047","1,514,145","8,813,823","271,155","1,531,407","28,798",
="09:36:50","1,418,990","20,137,601","1,516,434","8,831,335","271,477","1,532,441","28,826",
="09:36:55","1,420,800","20,154,814","1,518,870","8,839,120","271,827","1,534,696","28,856",
="09:37:00","1,422,685","20,175,700","1,521,287","8,833,963","272,350","1,537,246","28,905",
="09:37:05","1,424,960","20,162,511","1,523,765","8,826,100","272,787","1,539,787","28,956",
="09:37:10","1,427,115","20,197,207","1,526,218","8,844,077","273,127","1,541,971","28,990",
="09:37:15","1,428,855","20,136,765","1,528,096","8,792,510","273,428","1,545,089","29,044",
="09:37:20","1,430,843","20,139,411","1,530,379","8,771,890","273,828","1,546,203","29,079",
="09:37:25","1,433,429","20,236,045","1,533,305","8,843,577","274,330","1,552,386","29,145",
="09:37:30","1,435,464","20,218,603","1,535,763","8,822,924","274,724","1,554,440","29,186",
="09:37:35","1,438,028","20,187,179","1,538,822","8,829,557","275,187","1,559,559","29,238",
="09:37:40","1,439,865","20,212,254","1,541,147","8,854,119","275,633","1,562,056","29,281",
="09:37:45","1,441,882","20,162,702","1,543,556","8,837,855","276,057","1,563,580","29,321",
="09:37:50","1,444,355","20,192,511","1,546,261","8,831,386","276,432","1,565,924","29,356",
="09:37:55","1,446,846","20,179,024","1,548,976","8,826,997","276,789","1,567,146","29,393",
="09:38:00","1,449,460","20,173,470","1,551,740","8,840,153","277,119","1,569,895","29,457",
="09:38:05","1,451,289","20,215,303","1,553,952","8,856,755","277,388","1,570,580","29,482",
="09:38:10","1,453,334","20,201,841","1,556,194","8,843,681","277,707","1,571,262","29,504",
="09:38:15","1,455,332","20,230,679","1,558,590","8,843,140","278,122","1,572,627","29,558",
="09:38:20","1,457,931","20,191,084","1,561,674","8,851,458","278,644","1,574,879","29,633",
="09:38:25","1,459,594","20,230,521","1,564,018","8,856,761","278,982","1,576,776","29,666",
="09:38:30","1,462,075","20,197,188","1,566,862","8,860,300","279,388","1,580,175","29,737",
="09:38:35","1,464,282","20,199,189","1,569,402","8,869,106","279,753","1,582,731","29,782",
="09:38:40","1,467,467","20,198,524","1,572,966","8,857,989","280,100","1,585,023","29,824",
="09:38:45","1,469,287","20,227,013","1,575,284","8,875,525","280,462","1,586,511","29,860",
="09:38:50","1,471,476","20,219,832","1,577,889","8,861,150","280,807","1,587,962","29,893",
="09:38:55","1,473,590","20,241,466","1,580,415","8,885,161","281,133","1,589,588","29,931",
="09:39:00","1,475,542","20,250,922","1,582,936","8,891,580","281,476","1,591,438","29,964",
="09:39:05","1,477,924","20,259,671","1,585,542","8,899,630","281,868","1,593,506","30,002",
="09:39:10","1,479,785","20,253,240","1,587,781","8,911,846","282,148","1,594,843","30,035",
="09:39:15","1,482,118","20,249,958","1,590,395","8,904,686","282,506","1,597,918","30,078",
="09:39:20","1,483,937","20,265,021","1,592,642","8,891,321","282,856","1,599,774","30,132",
="09:39:25","1,485,585","20,267,935","1,594,741","8,904,255","283,278","1,603,362","30,190",
="09:39:30","1,487,862","20,263,976","1,597,402","8,901,242","283,595","1,605,369","30,233",
="09:39:35","1,489,416","20,260,075","1,599,472","8,901,425","283,944","1,606,828","30,265",
="09:39:40","1,491,222","20,257,313","1,601,768","8,914,518","284,258","1,607,563","30,292",
="09:39:45","1,493,020","20,273,586","1,603,953","8,904,467","284,643","1,610,463","30,346",
="09:39:50","1,494,916","20,265,732","1,606,574","8,918,058","285,016","1,611,586","30,378",
="09:39:55","1,496,517","20,292,386","1,608,722","8,917,816","285,309","1,612,409","30,403",
="09:40:00","1,498,031","20,278,474","1,610,774","8,918,206","285,666","1,613,576","30,441",
="09:40:05","1,499,698","20,281,658","1,612,999","8,916,225","286,002","1,614,474","30,473",
="09:40:10","1,501,548","20,258,839","1,615,408","8,918,304","286,323","1,615,440","30,501",
="09:40:15","1,503,703","20,275,933","1,617,911","8,920,853","286,664","1,617,930","30,539",
="09:40:20","1,505,272","20,276,217","1,619,849","8,932,292","287,122","1,620,403","30,587",
="09:40:25","1,507,492","20,286,465","1,622,555","8,941,228","287,561","1,624,762","30,653",
="09:40:30","1,508,788","20,246,280","1,624,365","8,933,158","287,975","1,629,678","30,686",
="09:40:35","1,510,592","20,250,112","1,626,616","8,924,123","288,409","1,631,867","30,725",
="09:40:40","1,513,205","20,224,091","1,629,510","8,930,894","288,845","1,633,385","30,760",
="09:40:45","1,514,758","20,240,628","1,631,567","8,941,104","289,200","1,634,704","30,803",
="09:40:50","1,516,650","20,236,801","1,634,219","8,941,691","289,556","1,637,328","30,857",
="09:40:55","1,518,182","20,248,938","1,636,236","8,954,400","289,928","1,638,934","30,910",
="09:41:00","1,520,022","20,262,679","1,638,488","8,961,997","290,389","1,641,150","30,962",
="09:41:05","1,521,479","20,247,034","1,640,651","8,952,305","290,877","1,642,973","31,026",
="09:41:10","1,523,773","20,269,144","1,643,325","8,964,841","291,345","1,645,078","31,075",
="09:41:15","1,525,634","20,261,014","1,645,793","8,949,011","291,760","1,647,484","31,121",
="09:41:20","1,527,072","20,276,874","1,647,757","8,966,105","292,181","1,648,904","31,175",
="09:41:25","1,528,551","20,276,986","1,649,667","8,969,876","292,570","1,650,880","31,213",
="09:41:30","1,530,343","20,272,294","1,651,972","8,973,864","292,934","1,652,432","31,246",
="09:41:35","1,532,885","20,277,078","1,654,655","8,973,800","293,350","1,655,625","31,317",
="09:41:40","1,535,236","20,274,304","1,657,297","8,968,917","293,886","1,661,063","31,378",
="09:41:45","1,536,769","20,297,508","1,659,327","8,982,416","294,253","1,662,993","31,417",
